label;top_2_pxcount;top2_fruitcount;top2_maxfruit;top2_minfruit;left2_pxcount;left2_fruitcount;left2_maxfruit;left2_minfruit;right2_pxcount;right2_fruitcount;right2_maxfruit;right2_minfruit
28;38643608;24;58394;44;54899934;14;131493;0;41903160;15;71728;848
28;41167206;26;47107;10;53970337;12;95485;0;38167289;13;61259;3643
28;41445068;20;54250;81;54797087;17;135277;0;38895508;15;67262;1
28;38340715;23;59098;79;53821185;22;84053;0;43634298;15;56813;60
28;41872502;22;55205;42;61928522;15;111376;76;44268956;12;96147;3028
28;42408243;21;42580;49;57675584;13;76249;622;42649775;14;138276;0
29;42866024;25;51231;193;53919503;12;215945;0;40982878;15;83201;0
29;42104765;22;45067;65;54761818;14;116403;0;47311487;10;107285;3980
29;40639684;24;54272;16;52983918;15;152360;0;45827385;13;97378;20
29;44081580;25;67179;111;61311585;13;129720;1896;45989696;9;146038;42
29;39106619;23;55187;121;46485138;10;133323;5215;47035183;11;72885;6107
29;41656698;24;43965;0;47292367;13;104718;19;42420968;17;98010;0
29;43021058;24;47913;433;55387107;12;97721;0;46695250;15;82613;13
29;39919745;24;47623;1;59085171;14;136442;0;43417724;14;83527;0
29;39629491;25;47653;5;56316147;18;106407;0;46904435;20;78014;61
29;47139557;29;57045;19;61734866;17;101115;0;50361181;14;103624;0
29;38349981;22;54576;1;49666258;13;163444;0;42723257;13;82242;227
29;40865801;19;74133;4238;55312681;15;92732;466;41862732;13;112489;164
29;45081396;22;85979;34;56212060;16;96156;197;48816946;12;119827;0
29;37826279;14;60707;6382;47860222;12;76778;323;47707586;10;108619;26
29;38293445;20;52764;0;48257611;11;136941;0;49765300;15;74197;0
29;44021047;23;66834;205;60775197;15;161920;33;48830821;15;100413;0
29;39687992;27;56738;156;52400119;13;163264;318;38912619;15;86584;0
29;37898177;23;59331;7;53942840;13;119279;682;45210440;11;66706;18381
29;41229656;29;43351;1;57031487;12;138795;3762;39748288;16;110789;0
29;42556318;23;38812;770;55696892;17;68994;2;44550665;17;83726;0
29;39517549;21;51702;244;45618155;10;116663;11587;43915076;14;83506;17
29;38722133;26;61747;1;56210439;15;90119;581;44672367;13;56963;0
29;37705261;21;73819;527;46561168;15;98494;0;44634823;14;103305;400
29;40752209;22;58924;1059;52260327;13;111052;46;41716474;14;85791;0
29;42402782;23;48372;18;54230616;18;74121;0;44284173;12;120454;2671
29;40479236;24;51551;0;53054578;14;92510;2328;42204266;17;90456;0
29;39851979;24;49242;170;55307410;15;112327;0;43391574;14;82663;10
29;40438456;20;78626;127;60850943;13;107683;552;36931627;12;73271;428
29;43126072;23;53017;0;61063587;14;143118;298;41715165;12;126322;0
29;39211112;23;58617;244;48302855;13;156951;135;40325160;14;67951;0
29;42641725;25;45113;137;53966490;14;95670;4;44342544;14;67750;2649
29;40145907;25;55443;142;50772200;10;134450;1;44682701;11;75235;4295
29;39801625;25;47916;0;54547376;19;108324;0;47579760;15;63294;0
29;40294676;27;40773;203;49534945;13;111583;2284;41836682;17;66267;73
29;41284536;24;44971;86;54488052;14;79968;2317;40766950;16;129118;19
29;38611816;22;50662;1581;52317474;11;143026;29;44889688;17;90407;0
29;39210394;21;57254;134;62039688;17;127809;0;44639797;11;152972;1376
29;41946566;23;44319;0;58622763;17;117359;0;39008368;16;78310;0
29;40569097;27;51321;0;43931508;13;85839;289;43566121;16;83370;0
30;41488627;23;46913;97;58035733;19;96408;8;41180508;13;75763;63
30;41347464;26;50713;0;53435608;16;77788;0;43904676;11;94641;0
30;41182352;29;42331;0;45106590;18;85255;8;42737898;14;95435;2800
30;42280476;25;71295;0;48554621;11;189411;14;54603746;18;107603;0
30;40963081;23;41673;543;52570048;9;166371;887;44308901;11;79092;1049
30;40171579;26;47516;31;46103669;13;70010;913;49637206;15;69681;91
30;42546218;22;46825;641;57414046;15;125235;25;44240135;10;103445;3132
30;38486657;21;63939;0;55975227;14;105223;63;45899426;14;61573;3856
30;41629613;25;50705;30;48680579;18;53735;1;49236882;16;74667;60
30;43213163;25;40797;3;48413690;15;83712;1140;51072952;17;112851;257
30;41768594;26;49120;172;59644665;13;146376;27;38671643;13;123710;10
30;41227444;30;47218;0;58206753;15;128150;62;40088343;14;68062;0
30;38670917;29;65251;0;61224187;18;110502;0;42943903;8;103560;30127
30;39286542;22;50827;41;52514095;15;104472;33;43925242;15;58718;2525
30;39141633;25;52169;0;49438674;14;100384;102;44124554;13;154766;982
30;41455098;23;56056;45;52933582;14;138147;42;40674220;16;68239;4
30;41928348;24;48311;306;60813074;13;103595;13;43576143;13;110841;1
30;41415804;25;38058;517;52574075;14;111258;12;46888508;13;82680;94
30;40985686;20;60258;32;48333870;19;49566;0;47946666;16;76184;6
30;45058347;24;46335;3;54549292;17;197643;70;52074285;14;74278;6
30;44727500;26;67041;0;65605854;16;146648;508;47038716;12;70904;388
30;44975858;21;71813;99;62470696;19;189585;0;48544893;15;107982;0
30;41324963;28;35501;167;52733279;17;96087;146;38469412;15;67209;1962
30;40628814;26;51836;1;63517575;16;93303;0;49365435;15;173303;0
30;38758478;20;66251;1;47607734;19;85899;0;53719154;10;188380;4963
30;42570376;28;36070;159;55569991;19;90099;8;44942055;15;66625;2394
30;44784710;22;47039;69;65819466;19;110681;0;49189931;15;85507;0
30;39605401;24;49691;139;52319805;15;104232;46;42574931;16;109178;0
30;43390950;28;46596;299;53563929;15;215209;0;43458469;16;60104;0
30;41967174;26;49446;3;50528686;13;122950;3043;37837008;17;102747;548
30;42590898;24;40711;0;51066582;17;77047;0;45050733;13;127277;244
30;37833777;18;65403;52;56778106;19;93448;80;47573186;13;65904;6826
30;42691296;26;47343;750;50686022;15;64830;45;38477357;18;75016;894
30;41036210;23;41719;245;44506088;11;92829;1862;50669264;12;129528;602
30;39251183;19;48799;336;50452188;19;118993;0;43544039;18;55359;6
30;38267664;21;50796;40;53419650;13;128644;0;40769031;14;138473;0
30;45393403;24;54428;0;56232636;19;127398;0;53838100;19;101089;0
30;43166309;27;48331;42;43357283;14;107742;842;51672275;16;132007;12
30;41779411;26;49346;365;50256363;17;68178;1;41273388;19;76087;833
30;38042105;20;69297;25;60034487;16;91608;1211;46499621;14;69129;0
31;45038065;22;56478;62;72560220;21;156639;0;42290525;11;125509;3
31;41806958;20;53675;38;51834055;15;76734;1083;42682899;14;72736;1071
31;41223649;18;65048;371;58384644;13;111261;3138;40862718;12;73623;316
31;40575796;22;42043;0;51207575;15;80626;579;41870980;13;71036;0
31;38018211;18;91423;0;59654714;17;106691;1;44749550;11;142512;1950
31;44037181;21;80530;149;45944485;11;106011;6572;53712184;16;76316;0
31;43632772;27;49648;0;48693645;10;131195;73;49927214;13;103287;1449
31;41899738;21;54588;121;48460793;18;69790;42;47786427;16;128942;851
31;37684611;20;63180;160;67823051;14;146314;581;40058022;13;97461;373
31;39044135;22;59488;15;51191582;14;100752;0;49569303;18;90134;65
31;43703495;24;58537;318;56749456;13;87532;2653;52794780;14;169663;110
31;41588694;23;54752;0;56500462;16;82957;289;40268406;13;63146;171
31;43877788;24;43442;393;61287631;23;83061;0;39533329;14;56342;733
31;42191067;22;54066;236;49903411;13;69474;2341;45190906;14;68296;58
31;44389930;20;55043;2460;52309508;14;135119;30;51234669;10;169381;322
31;41717793;22;77850;76;60707718;15;118264;45;43173099;11;161084;0
31;44647496;25;58411;91;62897921;11;228688;810;45916758;14;86437;115
31;43639515;24;51350;0;57626000;17;122828;6;42758509;13;176152;104
31;45133621;27;44522;9;49974936;24;80967;0;47747085;14;66553;840
31;38928240;21;70810;3;60848871;14;116363;994;42706476;10;137862;2961
31;38750299;19;57432;50;55383015;16;71727;335;47423492;14;218201;0
31;38890077;22;47058;125;54977946;16;112965;28;41473206;16;51960;650
31;39573652;25;49076;120;51912306;14;106407;76;43310319;14;58835;4131
31;40433707;21;39867;292;52830410;11;103570;294;43125180;17;63022;66
31;39635035;26;48501;82;49925788;11;97728;18;45900131;13;69876;4597
31;39601761;20;48546;150;54809289;16;154980;0;41333998;8;196991;6040
31;41478368;26;67704;7;47749587;13;65377;12035;48194989;13;109723;11
31;44390356;25;45484;161;52708004;13;77475;36;45830845;14;97608;396
31;44802304;25;47129;222;49858962;13;176420;17;52127763;13;117541;80
31;39339432;23;39645;185;56940749;14;80314;2505;42896009;13;76016;1676
31;43642884;23;48361;0;50450769;13;122578;273;49339515;15;142659;0
31;39354505;19;73302;30;56225488;18;107042;144;41426357;15;45315;5136
31;45771632;25;57598;0;64611459;12;150293;8583;45618042;18;88225;0
31;45582157;23;66058;1734;58420893;15;150294;0;48657883;15;96924;249
31;46219417;25;62261;0;55431292;17;131315;6;52719914;11;95517;0
31;38956451;20;79251;168;54351484;16;71658;0;46757160;11;92508;11665
31;39517530;19;109456;0;52551783;15;122530;4;50122621;14;108105;291
31;42813922;23;52471;5;63549226;16;131751;0;42586526;10;160874;13
31;42737181;23;46944;112;61904732;20;78061;129;42259279;14;80813;0
31;41408910;21;76811;0;63768713;15;95828;612;39723331;15;126137;138
32;40202975;19;45315;0;49968126;12;102201;2050;47462611;14;77875;2100
32;43631746;27;61393;185;54182829;19;68144;0;47028500;13;140091;240
32;45414601;24;55251;7;57227714;12;160752;4116;46113482;17;140009;108
32;44256405;27;49468;29;46833709;16;87411;1;48572210;15;89155;0
32;45946585;27;50077;3;55646014;11;195951;737;53529727;12;124218;0
32;42068061;24;42454;4;49359111;14;126845;0;48577780;18;83650;5
32;39730164;22;59454;32;60812986;15;123940;41;46727358;15;85532;1008
32;41571365;23;47223;56;56174933;23;108998;0;43671721;14;73574;0
32;44037396;25;42979;6;58740563;17;82871;50;40989258;19;55423;99
32;44439723;25;46105;23;58157556;14;132801;22;51720339;14;120141;257
32;45266504;22;56690;0;56198068;11;211424;43;51621792;9;115328;6723
32;45201195;27;44959;92;57008719;20;80439;0;46048813;23;123289;0
32;43419238;25;43149;34;52226166;14;216187;17;42972450;15;116327;18
32;40626212;25;43645;0;51352541;16;62967;7;45552618;18;82890;0
32;41706297;22;42915;47;50817187;16;170341;0;45373119;16;74917;2
32;40378166;28;50398;54;50354653;17;104006;0;47596141;14;73354;0
32;41358762;27;48399;16;49064363;15;100934;937;49456751;18;56909;63
32;45275408;24;39150;0;60125399;17;105290;0;42210986;12;75903;75
32;46707428;25;38921;0;60593619;15;177996;1;49942571;10;184708;225
32;45228693;29;44978;0;54866957;17;84529;116;42751136;17;65354;13
32;39582903;19;61897;62;54166681;14;115713;101;48605426;12;139234;2403
32;39853761;22;54781;0;52857480;14;110350;0;42534619;11;156458;0
32;42073705;24;43046;433;50427491;14;84372;154;48042495;16;84695;6
32;39674460;20;70832;0;55108308;12;141116;1601;47902592;14;82376;2
32;45734576;21;57551;8;55067336;11;194930;229;48232777;15;105055;0
32;43931617;20;78140;16;56404530;11;122089;1229;50480022;16;71770;0
32;46380784;28;53681;161;55150299;14;221880;0;50017782;11;106948;26
32;42960765;25;43105;165;43431101;17;88652;8;47570659;13;73188;5152
32;37701154;21;75292;117;56771451;13;155713;0;48356889;16;155279;157
32;42201452;22;61377;48;66220503;17;100320;55;44170647;13;96929;0
32;45926735;22;51161;4;51682166;15;99113;791;48548309;17;68541;0
32;44371765;25;52130;2;54429125;13;94457;60;50738681;15;161296;3
32;45332258;23;43833;680;46617147;14;142649;0;58372323;14;127112;0
32;38583592;19;75790;0;59579047;11;163409;276;43752463;13;81798;0
32;46087581;26;35695;522;55685779;17;65413;1768;45747762;16;75451;0
32;39972835;20;61617;0;53393612;11;129432;2714;48344319;15;100420;0
32;43746391;28;52513;0;50934907;14;124500;370;47261845;16;73568;0
32;43650858;24;57395;47;49962907;18;67418;250;46354619;13;81094;0
32;45812903;27;42097;17;53239092;15;119420;12;55199218;17;71810;65
32;39717777;20;49151;50;53939294;13;170524;739;46258485;16;58960;0
33;43969870;27;49752;13;61161326;11;136501;96;49147721;11;205344;0
33;46522664;25;50830;0;55683750;12;319187;0;54298657;9;125164;29064
33;41135032;25;43047;15;58535294;14;109141;51;43273376;10;104054;1652
33;44596983;23;53758;979;62047314;11;209712;218;47591347;10;231347;2
33;41401687;24;43629;66;52342021;11;96115;15780;46732316;17;66589;0
33;45197877;27;72148;2;60770683;10;208498;95;52978986;13;139047;0
33;46643027;25;57606;0;63668894;17;135526;2;46095273;13;81695;0
33;45622420;26;42783;58;54772753;14;167382;26;49517758;11;124942;2687
33;39734886;21;86836;49;60702884;11;148892;817;45494662;9;191300;3610
33;45322610;27;43355;105;59322037;15;187481;149;41653599;14;91937;0
33;46630720;26;53926;13;64596087;16;137949;109;53721492;14;137553;563
33;43926592;23;49606;46;49920815;16;140120;54;48186180;20;70752;32
33;43913465;21;57919;322;56538821;15;146843;0;45194315;12;98737;175
33;43617449;23;57232;13;57967052;13;122225;87;42875856;11;114737;4877
33;42811569;20;58345;94;53517512;15;120905;42;41804461;14;63301;2898
33;45404952;24;42544;475;54644866;12;159367;13;51811502;15;88700;0
33;44570545;23;47321;88;59085510;11;220091;674;50018134;13;138361;0
33;44786086;26;49352;6;56147905;19;73802;4;44365873;14;68442;3922
33;48315630;36;66544;0;61027751;16;105271;0;52683270;14;101019;56
33;38616285;17;92835;171;60759265;9;173852;2425;43940425;15;91844;41
33;45887193;31;44635;115;49577931;16;54963;0;49140386;19;71012;0
33;41272443;24;43346;45;59625483;16;110941;16;40305971;12;93824;0
33;40914958;21;51717;42;63861904;15;120720;145;38710561;11;112880;1226
33;45412244;25;43064;0;59134579;14;106543;2720;41022148;16;86247;49
33;39096105;21;75615;120;58979749;12;284564;0;44646888;13;89411;191
33;41316810;22;51574;180;58840497;16;107045;0;43269106;12;79398;71
33;43580863;25;42181;3;55123081;11;150128;1753;43848144;14;65707;1621
33;43407694;21;46123;138;46503770;15;98724;23;46747262;11;136182;669
33;43464078;26;42314;45;51613876;17;85377;0;46656585;17;155331;10
33;43435123;21;46244;1697;46765528;12;120667;8;44754254;8;127476;70
33;44155427;19;58271;333;52326512;13;130487;112;46874488;12;92443;864
33;43362969;23;54342;13;55428888;20;65448;49;45244381;12;94464;0
33;45448279;27;50482;0;60743904;20;117311;184;41575168;14;61350;152
33;38883860;21;103476;59;64560673;12;125721;16;43253782;13;75779;149
33;47339725;25;61874;140;60794264;14;191740;33;50248548;14;133168;0
33;42743075;24;42015;17;48370620;11;132633;96;46877035;16;79706;288
33;41765504;25;43423;72;64851036;13;119250;510;38032401;9;79046;21533
33;39357380;20;58586;0;60710827;16;129966;1;41791062;13;118718;211
33;42535046;20;42016;421;52937256;5;251151;0;55191201;18;92081;19
33;39861002;21;56590;0;59861712;11;394762;56;46850292;14;129237;5
34;47335199;27;42467;12;60445854;18;105410;0;51370850;10;150526;0
34;45536674;26;55940;0;61262649;15;226604;25;53255967;14;90558;22
34;39427162;19;73502;20;59618766;14;121316;9;42069148;13;87902;1819
34;44496557;24;47966;80;47790339;13;130831;291;48358713;18;85559;19
34;40258579;21;43371;417;52623712;15;98323;2;44712845;12;89557;827
34;39025780;19;61220;206;62848049;20;73776;0;45523999;14;98934;0
34;45618483;29;41581;41;48890277;14;82478;4;49323018;14;75577;446
34;44774837;27;35179;74;58971560;19;84514;0;42002538;11;134070;18
34;46348464;29;39836;172;57484757;11;346959;0;54098888;15;132404;18
34;47973666;27;75023;1;66640490;10;270464;1112;48508924;12;99064;34
34;44753730;27;44644;18;53716165;12;152148;19;51665960;13;85119;4
34;45372084;27;45576;366;49501015;20;96517;0;44598831;15;75467;0
34;41489097;25;42646;31;48205957;12;77846;5799;51007215;12;94904;392
34;44926050;32;47148;0;57031138;16;108902;2580;43141916;12;121430;135
34;47571976;25;65878;6;55967720;16;96108;17;55455769;12;199086;14
34;43785282;27;54240;7;49114073;17;49241;484;46857831;10;125981;0
34;44370222;26;86070;16;47507484;14;153963;225;48442132;16;159769;0
34;43879899;24;67935;120;56692272;6;415930;21;51289782;12;91777;559
34;44245952;29;46806;33;48386612;10;136856;408;45868589;18;65958;1155
34;41385250;18;114714;14;49621947;15;96624;0;53306276;12;128001;3
34;41748317;27;42240;31;60284495;12;111668;61;42901494;12;118839;4
34;44214712;22;89275;135;62616459;18;133920;14;48181876;15;200354;0
34;47659971;29;55516;74;60220533;10;190972;19;52660996;12;93234;4218
34;42235934;23;41376;173;53485006;13;110378;413;46227797;12;99262;594
34;44698464;28;35196;5;54787626;16;104076;162;45617660;17;69732;0
34;44303397;23;42052;8;50196982;14;68466;388;51735703;12;108705;280
34;41447804;23;43490;149;53167244;12;94648;58;45341624;13;64128;17113
34;44939002;27;53490;0;60483624;12;130265;54;48388192;15;127552;94
34;45094888;26;46111;1;48314080;12;131132;144;44997243;13;150445;0
34;43765987;23;43194;272;52461585;11;243306;10;45713045;13;100368;275
34;40720883;24;41125;311;52338740;13;101966;0;44900356;12;104632;71
34;44413435;25;46870;86;56931475;14;156730;240;51394900;11;126335;2534
34;43827468;23;58808;22;52649955;13;111204;8;44806902;12;158268;40
34;40462878;20;69102;176;66573087;10;202347;152;43280572;15;100626;0
34;45645226;24;40234;426;53394078;10;138269;95;43445509;18;101131;88
34;40197490;20;41606;1148;43063676;12;85617;13;53707421;10;142668;197
34;45000817;30;48105;92;56362231;20;118228;0;43184334;14;105730;0
34;40792061;22;70634;706;63221087;14;148251;4256;43341748;15;121132;0
34;42530836;22;59012;74;50008120;11;208143;5;51575552;13;242187;65
34;46270169;23;54629;19;59641693;17;133582;99;56415596;16;173822;0
34;43292245;22;60078;193;56743995;11;147520;417;45052117;16;117071;0
34;39319258;24;55768;0;57904677;9;263194;1;47701233;12;132697;1575
35;43651283;25;49917;179;51753518;12;155173;1253;54932520;14;131848;11
35;40118808;20;55268;88;63328389;14;209595;103;43572744;15;115463;27
35;43540036;26;55053;109;59794543;15;121781;298;45036396;12;102791;149
35;47993880;24;67336;0;62681730;19;107494;66;49547001;12;132340;464
35;40371362;20;56662;0;53367061;12;192394;0;48709085;19;72113;4
35;40774425;29;41912;0;56987995;13;94219;3118;46792937;15;84829;0
35;40330386;23;41526;135;61626370;12;114907;0;40816137;11;121012;2521
35;45591374;23;57616;350;60347882;18;156663;432;48452365;15;71770;925
35;44201329;30;44433;0;60152437;21;134814;0;45861725;10;122599;763
35;48070837;29;57366;0;68485439;17;117256;4;49665215;11;260561;0
35;45047544;29;59654;120;61620257;18;131870;0;50314831;18;158184;1
35;45771911;24;55509;11;56650543;14;175306;67;49660524;21;84920;0
35;41062418;20;71944;552;57082412;11;227777;454;47711806;14;114886;0
35;43417444;23;56188;172;50160289;13;180283;18;52224596;10;280805;1
35;44630309;30;42845;138;62670757;19;77824;28;43289893;13;94085;175
35;40867595;20;64878;248;57235075;16;283686;0;46642066;14;86726;0
35;40539217;20;58426;26;48582091;8;177279;258;53687680;12;95754;141
35;44894422;22;59534;334;59701309;17;100962;1811;43275970;12;104177;0
35;45859667;26;44412;173;57881871;10;142417;2;51634035;17;108202;89
35;44124258;24;47390;137;59656241;19;142944;0;48603932;16;117774;5
35;46376320;29;46409;158;60685314;17;155387;0;50092355;16;189050;0
35;44805416;24;43899;230;53310652;13;160091;1902;50290832;16;89254;868
35;40320452;19;56357;269;55110601;11;224742;147;47065141;17;65647;0
35;39839741;18;54482;417;52532439;15;190636;96;48644290;19;74198;0
35;46630705;28;52817;316;55288801;17;111085;0;59953220;9;218250;2
35;43373150;22;53022;15;54512544;14;81189;2811;47843895;13;103725;51
35;48909020;28;53513;169;61758621;15;231859;27;52075018;11;218523;2312
35;44941456;27;41472;178;58199351;16;58712;136;48770883;15;104931;1718
35;44876243;29;42471;0;60840967;16;109380;0;48592049;12;186414;246
35;40253356;26;45637;0;58118682;18;103309;85;40839692;15;66705;41
35;44735218;31;56376;6;55045772;16;137785;368;49777873;16;77961;97
35;45853817;23;50233;26;55778855;17;180972;36;48612553;12;190141;0
35;43909070;25;54973;3;57072257;18;79177;1;46327707;13;115831;2273
35;46289193;25;58220;0;67693513;12;233371;108;46279919;10;126271;0
35;40998960;25;43079;32;50549766;17;84827;1;51034087;16;85133;0
35;47192316;28;66311;0;50552872;14;173536;1;61708026;16;118891;0
35;41735117;22;42502;0;48533173;11;145398;2077;49469424;15;81608;2
35;44928937;27;51892;0;55678118;14;192232;0;47536090;13;96580;1244
35;40906928;27;41139;5;57376080;10;95052;10257;46389852;14;75404;1649
35;48147507;27;58723;23;57064880;14;179643;335;56912362;15;162162;0
35;41808676;22;42659;1235;54243253;11;204907;1182;45323840;13;105762;310
36;40716584;21;65699;117;56630567;13;391068;0;46293306;9;128054;25605
36;40918227;23;47839;28;62641674;14;125012;68;46743323;9;169296;681
36;40754556;20;59249;85;62726669;9;183072;27;42501429;12;114401;22
36;47063706;27;62836;0;59511541;19;77517;36;52985699;14;110359;46
36;43194715;21;58794;6;54886436;10;166995;0;45124916;12;150664;0
36;45095861;27;46844;17;53562097;15;93764;204;49225893;15;71607;5
36;40903244;21;49945;0;61037527;13;97400;1;48951096;11;287386;302
36;41230760;21;61521;0;57480470;15;124247;0;45781255;12;125285;0
36;43372516;24;59369;11;55227454;14;193194;0;48437598;14;72075;886
36;40334348;20;62806;1608;58956870;13;99760;4705;49401656;14;73713;413
36;45088244;26;57594;23;56482143;21;96076;0;48763775;18;74820;0
36;44766882;25;40435;902;58493688;19;250921;0;51341851;11;205272;258
36;40434121;18;99455;2;55446582;14;105457;14;49418486;15;143359;46
36;46093223;26;48606;76;58783459;12;116947;0;43843691;16;99076;0
36;45339070;25;45788;2;57538170;13;199981;0;50890127;11;244421;100
36;47954439;28;65617;7;63657898;15;93251;111;50807186;15;161079;0
36;43329799;25;44110;0;51664867;16;139239;0;50342779;9;177626;2610
36;43852178;22;58658;370;53432239;13;193960;4;47419053;9;223151;0
36;47606786;30;51999;74;67632529;15;83279;202;48216545;13;183064;18
36;40923333;22;63981;26;59728076;10;117354;1193;46596990;15;82727;1711
36;45056108;30;45533;1;56074697;12;127256;0;50541489;12;241120;2
36;41106111;18;73979;178;61537151;9;229162;287;43399817;17;89597;0
36;47824433;28;56191;5;65992066;17;89732;0;52260982;14;103300;0
36;42806998;23;51462;0;57482021;13;98942;253;47610829;12;98723;15
36;44688600;27;54068;105;54183989;17;138967;66;49206194;15;73480;1884
36;43156551;25;58060;2;55798347;17;88764;0;45917829;15;162970;0
36;46280715;25;56321;2;54328626;19;129814;0;47512057;14;94117;38
36;41682070;21;50923;667;67476126;15;109185;209;43284050;17;62899;0
36;46090823;25;45717;201;63171070;14;154835;7;49835257;11;188966;3470
36;44233960;21;50582;1019;54941957;13;117373;279;46633716;12;163509;390
36;40755441;24;53234;53;55940253;11;327523;13;49347646;19;90574;1
36;43990446;30;40395;0;58493623;15;146835;0;49225216;12;125289;0
36;43219741;19;55905;2766;51639119;10;121699;3078;48924433;14;90440;9
36;48339011;24;49869;4;64413917;16;126817;2;52417464;13;257550;0
36;44012234;22;71375;79;54096319;15;96295;37;48778628;18;69648;0
36;46913649;22;51301;53;59887885;16;176387;0;54772932;13;100110;774
36;45097591;25;50305;0;55725982;20;136151;2;54817029;13;277928;0
36;46548941;27;57287;7;55306268;16;126800;0;47441000;17;84596;0
36;45434944;27;48543;161;55657804;9;128306;29;52954216;13;199524;46
36;40870657;23;61155;1;62845475;16;104127;179;44875550;15;95852;16
37;47001876;25;68575;24;64268032;18;92871;0;54424767;13;112796;46
37;46365528;31;40849;0;62609448;20;149323;0;50026195;16;187406;0
37;45367263;25;57159;177;69907829;19;151555;0;44331144;17;123743;0
37;44897944;22;55500;71;52850671;15;126692;0;48052016;18;62969;0
37;46274071;27;45947;410;59477566;15;298185;6;50005997;11;191988;24
37;41179526;20;72460;81;67076461;11;256449;3198;45646494;12;123876;211
37;46841849;33;63276;0;65430857;18;90185;1;51899652;11;138895;0
37;42196252;26;47498;17;57900573;11;147470;16616;50958212;17;83493;0
37;44885021;20;54644;2781;51925157;15;173122;143;45309268;19;64791;0
37;46895758;29;41846;65;50938135;16;79709;0;49333758;17;180566;1
37;46651371;23;64276;11;64089620;16;89849;405;53612107;12;140637;6
37;41081349;23;49516;0;54163483;13;91505;9;52171938;16;88831;0
37;41446616;21;50292;144;58884425;11;153822;720;48413399;12;160922;723
37;45604900;30;55259;1;58085226;18;90340;54;45681047;18;152225;194
37;46323299;31;54405;0;64327478;17;161982;64;42741362;16;64967;1504
37;45179041;23;47070;1584;62304406;14;144606;3;45512174;15;129283;94
37;41450889;21;65292;0;66198606;13;135402;486;43666744;17;100083;28
37;41373595;21;64510;40;65403400;16;122489;155;44179283;11;119628;1365
37;41712944;19;64962;285;51614471;16;82351;1;53820929;14;86112;0
37;44646522;22;44257;103;52491031;18;104496;29;49281547;16;107164;229
37;41998636;21;48859;22;68369828;12;165435;160;42502499;16;66881;21
37;47683199;23;67869;2116;67297006;16;94451;2;50867990;11;180282;19
37;45239518;21;64437;67;56939556;13;91457;159;48178434;18;69267;395
37;46426705;25;61024;0;60208391;15;97007;2;47697932;13;192511;54
37;43509169;21;57071;389;59164341;15;93886;0;41827901;14;124323;142
37;47125221;26;56958;22;68404827;19;94897;53;50034482;11;192088;485
37;42318209;18;68088;67;62301566;11;252671;1362;49029547;11;129279;50
37;41252753;21;52974;54;59464891;14;94838;19;45986569;12;91396;92
37;45277967;33;41628;0;51285897;15;135500;25;53864224;18;75212;0
37;45349601;26;44474;43;61298589;21;91191;0;45637047;9;183585;1003
37;44389089;21;59299;2791;53540445;12;141005;3042;44829333;17;64857;686
37;41123691;20;51203;31;62310900;18;160335;0;44753152;17;86023;104
37;48401684;24;51625;7;56037790;11;86277;228;58303591;14;222434;42
37;45268802;22;42695;811;54074717;13;75177;2397;47814719;20;93605;0
37;43902701;21;56663;317;49664724;11;196217;32;48894891;11;119090;0
37;42403302;22;65561;0;63305603;12;145223;658;49321764;17;88224;0
37;45113334;23;56415;239;56154191;16;92983;177;43492675;18;66759;0
37;46167805;35;47254;8;61328652;12;258621;0;52941479;12;192343;68
37;46237729;23;64418;394;65002183;15;125300;0;52043268;11;142465;11
37;41517468;21;64382;25;62383895;14;204524;84;50026061;17;89455;4
38;47394294;22;116062;233;67974057;15;93374;79;52496003;13;219209;2
38;45627072;24;48857;0;56982098;19;107997;0;49833554;21;93777;0
38;41977561;22;71006;15;66672154;15;146976;106;45735026;17;82447;0
38;45157819;26;59654;0;60283563;14;132853;1;49248157;13;148611;3
38;42360421;17;56500;328;65430980;16;201826;7;46132350;14;73246;14
38;42471731;25;50935;0;62125953;13;103455;345;47688001;14;120087;1679
38;41478533;25;49543;0;58188198;14;100499;7;48316899;10;142952;2335
38;45810953;28;50143;26;56310817;11;313361;0;52849643;11;141530;117
38;48718287;29;58566;122;67709322;12;179058;4;54466669;16;197384;20
38;41642549;23;46721;0;61861532;14;96851;3370;47921198;17;137677;6
38;47473418;30;46586;1;60449862;16;150219;0;52279997;20;61454;0
38;41496299;17;106139;273;64051717;10;219436;0;45004358;11;144048;5278
38;44964857;25;44973;90;57780439;14;147039;177;46043500;13;79214;60
38;46276978;25;43356;168;63609136;16;78699;14;42691744;16;83387;597
38;42323695;21;93825;299;58819305;15;148132;0;51255043;17;129961;42
38;46593569;26;66137;0;64377672;11;90108;31716;53114322;16;120809;67
38;48592565;23;56282;175;77051948;23;127609;0;51234466;9;164899;262
38;41413921;20;105609;660;61984585;11;258710;302;46854004;11;155963;970
38;45431582;24;51952;225;57931983;15;103778;350;47222575;22;66474;25
38;45234640;23;40155;0;53109106;19;110534;24;50294337;12;76416;872
38;42633699;26;43515;24;63979680;18;105411;0;45949397;14;93703;5376
38;45830387;27;40703;332;59043738;18;80286;2;45149684;17;66850;759
38;42594400;23;64328;80;68900749;14;118756;11352;45210214;14;117406;53
38;46917324;25;43992;310;61997737;14;115268;7406;44985526;16;90316;1000
38;45835354;28;55589;0;59913430;15;119214;9332;45824829;18;122698;0
