label;top_2_pxcount;top2_fruitcount;top2_maxfruit;top2_minfruit;left2_pxcount;left2_fruitcount;left2_maxfruit;left2_minfruit;right2_pxcount;right2_fruitcount;right2_maxfruit;right2_minfruit
19;32935889;16;57953;1645;40399404;14;103284;0;33020337;10;95575;715
19;35567442;18;63075;0;45969468;12;95890;29;34679490;11;62581;6079
19;34509607;21;55400;5;44298919;13;129297;0;32483533;13;71559;547
19;35050214;19;37689;5260;42298588;15;82340;58;29809224;14;55884;0
19;34045637;19;40983;781;39849550;13;71458;11;31894908;13;49435;379
19;35749635;21;39681;392;43610629;10;118219;45;34628141;10;63226;2922
19;33492949;16;54834;404;41234737;10;109596;19059;35829992;11;65911;1419
19;31778075;18;37917;5548;34040302;14;52258;206;27250686;10;62874;373
19;35577081;19;54432;7;52681327;13;97983;0;31032213;11;56178;1509
19;33514979;18;42513;222;40410374;11;133306;239;33704712;9;84769;370
19;30792741;19;48159;595;42654625;11;97124;26;30694260;14;55576;1434
19;35819987;18;42094;6872;41311467;14;62720;2;33815604;13;77313;394
19;33007621;20;54456;945;43475385;7;192285;14252;33848778;14;64596;4
19;32308969;18;40760;6550;35561356;15;53835;0;28195955;17;45305;0
19;29503356;17;48008;10019;37154472;14;56910;1257;29761374;13;61125;1447
19;37978884;18;57643;5475;48249358;12;95749;0;31705358;10;61227;2187
19;35462826;17;40198;11617;43475916;10;79240;1932;32085644;14;52203;19
19;34756100;19;38356;2316;40670943;14;62229;128;32503202;12;65501;542
19;32941036;18;38595;1;40873330;12;138574;0;34372713;14;78270;164
19;32986112;18;38391;5592;40063529;16;122863;0;31256910;11;80880;2278
19;31531655;16;45436;6840;40033715;11;87831;10;29776028;7;101585;435
19;35350718;20;61650;93;40208910;10;82388;1034;35507570;13;54170;10
19;33596189;18;40145;24;39839370;12;104813;0;33956473;10;97234;12738
19;30333430;17;51080;8075;33638056;16;61485;0;28685912;11;55385;3651
19;33272239;17;40526;936;38363783;11;109391;7342;35891610;13;64148;4
19;34657352;20;38993;109;37892794;16;119736;0;34287377;11;128622;1209
19;34336845;18;43490;4603;39102605;10;58873;11380;37511118;13;85517;155
19;33969709;22;56140;27;42053563;14;85479;23;33598004;10;65473;1869
19;35485008;19;45177;7971;37201585;11;86782;2499;39746636;13;52819;1852
19;34869811;19;41037;114;39999792;14;61499;312;32642848;12;64889;1
19;31725671;15;61114;7204;41857223;14;73436;0;32309736;14;66689;1254
19;32472312;19;51664;66;38169937;14;95556;0;36498826;13;84503;0
19;34375731;19;33587;4110;36567930;11;97243;1983;33712420;13;56442;78
19;32628969;17;50122;8871;38863018;17;67546;4;32082884;13;92936;0
19;34169676;19;45682;84;41205807;15;96936;95;34078672;16;66940;548
19;37152438;18;57611;8806;43417994;12;81290;0;38816557;11;131975;1873
20;35250412;19;36535;83;43883406;12;67611;58;31947931;11;55878;417
20;32675336;19;44098;0;40615283;14;92114;14;35105786;12;58992;5
20;36724222;18;57528;7;44107223;12;80821;0;40648764;10;95032;1412
20;35484278;25;38630;0;42809285;13;68335;0;35663017;16;61869;0
20;34572974;21;62584;24;36136240;12;99176;1;39927465;14;138778;17
20;34115344;18;48044;688;39721992;14;76157;21;39999198;13;75863;0
20;32512846;19;63781;114;42373555;17;58843;1157;31032645;8;119490;1223
20;34035312;21;50729;17;44701447;13;79482;4;34326247;15;70314;256
20;35463989;19;46691;80;40548375;12;69678;707;36737461;16;52933;0
20;33779878;14;49890;8473;44023676;12;121959;33;33341425;12;145760;0
20;35523426;19;42955;1856;42625364;11;75513;9610;33196196;12;76102;273
20;35874046;19;38714;8521;43067368;12;81195;1642;32446659;11;85975;2921
20;34448839;21;50699;912;41385142;14;91527;0;33822448;9;62333;16447
20;31768130;19;41529;0;41175984;13;77048;62;36350877;10;77942;250
20;31898220;17;49256;8;44942624;15;81289;0;35258256;12;70807;0
20;33272324;19;59504;55;37637014;13;110922;7;33458485;14;68670;0
20;32964628;19;47444;574;33636977;16;69163;0;34521370;16;78295;4
20;35360713;19;40129;1715;42695914;14;90417;36;31280076;12;60980;462
20;36395479;19;63103;44;44696274;13;182681;0;39905923;12;65618;0
20;36670401;20;49010;62;45726401;12;143036;129;33907091;13;41559;0
20;38039649;22;57421;14;50575085;16;99274;17;35706568;10;61035;191
20;33844456;16;41819;10084;41008219;11;87941;3280;36871931;12;80902;1217
20;34994946;19;46890;1400;39714374;13;62317;17;36500034;12;83458;239
20;34872379;17;51595;0;41357297;9;75449;24559;35167557;11;80407;2059
20;35459073;18;37065;5612;43220834;8;134559;79;33782311;16;65323;0
20;33816856;17;48476;141;40480291;17;90340;31;35535725;13;69566;104
20;37644576;17;57528;5852;43602971;11;117854;35;41929035;12;61953;2637
20;33627310;18;47650;1151;40916323;9;121946;151;34583144;9;71283;426
20;33428014;16;61542;4861;40344027;9;151534;15;36257119;11;118113;35
20;32482599;19;41843;5930;38633684;13;66810;0;32028958;13;49217;269
20;34265009;19;45228;978;40418538;12;80090;0;33531145;14;58308;93
20;33855446;16;40888;6696;44263992;13;157888;10;35063839;13;73671;3
20;33892379;17;54317;2818;42511775;11;197844;13;36134281;12;58087;0
20;35425475;21;38069;27;38093588;18;70583;0;34776534;14;86405;0
20;32915306;15;47763;7345;38666412;7;187000;20519;37919962;14;84217;1
20;33374705;18;62366;0;43358645;10;100960;3003;35855680;13;62814;124
20;35301500;19;43344;2313;35919304;16;51960;207;36576744;14;55799;1564
20;33523198;20;45994;13;38904225;13;80432;160;33382403;13;68491;0
20;32404420;18;56955;723;41020184;15;112563;0;34343905;9;114701;2036
20;35385428;19;43276;49;44047113;9;83893;7906;32635302;11;55357;1856
21;36428220;20;42114;2;42037391;10;166472;2460;31679910;14;67365;0
21;37553677;18;45809;7991;43148639;16;78867;0;33541067;16;56847;8
21;35068562;21;56116;269;40037595;10;110767;20;36808188;10;87665;6403
21;33364922;17;61893;23;45562458;16;90129;2;38072096;12;83404;1212
21;31534124;18;46321;159;44967440;17;80363;2;37688854;10;111098;155
21;36013343;21;39037;41;37831168;16;55563;0;35904549;15;66590;9
21;34402489;19;64366;1488;39951829;8;156271;40;36571092;9;117200;1907
21;33884426;19;49104;1307;44338880;12;92264;2080;38464349;17;68544;0
21;34199393;17;41257;1117;42858620;14;75907;0;40365824;11;128802;2044
21;37261661;22;52381;0;43674662;14;125811;1;45861916;10;90758;10965
21;34175846;20;38741;2;39678571;12;91574;2100;30649954;13;56764;1762
21;36098767;23;36072;48;42857280;15;77119;0;33633056;12;61240;2234
21;37347672;21;44998;9;36315686;12;64612;304;41058762;16;73228;545
21;35959870;21;56284;142;43014184;13;91619;0;33913605;11;91783;1517
21;34945132;24;44177;0;40297494;14;67975;0;39843893;16;54068;99
21;33604717;18;58381;2;44130594;13;164222;47;36324576;11;61461;478
21;35410628;21;43444;1051;42233172;12;86225;0;33516074;11;90552;2319
21;32882490;16;51530;52;40428679;13;121977;0;35344983;13;95046;6
21;36529125;20;68454;25;40758412;13;82591;135;36130544;14;105828;10
21;32843471;15;55820;0;49533331;13;101893;0;34359793;8;132022;15
21;34548439;18;65880;1774;37363581;11;99982;34;36887408;16;67524;0
21;33767638;19;42319;1669;46238982;12;81134;8259;35716968;14;88840;2
21;32567217;15;51200;2040;41658852;11;77082;0;37582996;12;99476;0
21;37862945;18;72034;2;42507072;10;123011;0;41776417;12;113136;48
21;37755704;16;60001;44;50035620;7;237151;5591;35208961;12;51334;1854
21;35131038;20;43730;3207;42815071;14;76135;8;38564581;12;61767;3547
21;36936218;19;56108;15;44891927;7;157003;630;42581205;11;75183;478
21;36492655;19;45867;53;41902127;14;66268;180;38630906;14;53431;7
21;34088675;18;40508;685;43847863;12;87211;354;41142657;13;79831;70
21;34510135;22;41459;260;39260829;12;87492;2856;33308896;11;103601;5850
21;37616811;21;41993;562;43190736;14;84038;5;35676689;13;79553;190
21;33646907;19;44697;151;41165397;14;59503;43;37306562;12;96598;207
21;38039548;17;44975;5325;43235999;19;79247;1;37660884;13;74094;60
21;34682487;20;36272;1519;35919520;13;66400;1589;33499312;16;61745;0
21;33044160;19;72150;33;44298659;10;125542;6869;34687098;7;95093;18561
21;31459006;15;46234;7017;43452876;11;85376;553;37946009;10;116376;3058
21;33073598;21;48999;71;46282620;11;93121;498;37771980;16;72232;0
21;37034622;20;48699;2541;40127733;9;89082;5146;34292098;19;71004;0
21;31769881;16;71737;20;42597773;9;85571;26629;35757403;12;69678;2526
21;34172799;20;40749;1171;37678081;13;67700;850;32215209;11;69046;4889
22;36174637;20;50414;2166;42022006;12;67567;2;40720155;15;76303;0
22;35281531;21;30305;161;43873117;14;62317;6325;32591265;16;50585;0
22;36494095;21;40294;431;45491098;14;78813;5814;37088386;13;74409;30
22;34670205;20;57273;506;39156161;7;127219;1015;34954821;15;60286;12
22;33596717;21;69940;2;47389529;14;93109;0;39075557;12;85750;69
22;35493992;20;63263;1164;51518840;16;75401;0;31951416;17;52101;157
22;38483660;20;44075;1312;45430006;12;129245;2;35601165;12;54668;5643
22;37595051;19;82859;28;48961258;16;91048;0;38478773;12;64541;2344
22;35799796;21;42866;452;46557709;13;71803;0;34331872;15;94006;258
22;33930138;17;42284;3099;44047969;11;112934;1398;39419155;11;84494;619
22;33983067;20;54837;330;43801327;16;69128;0;34651074;14;54137;1520
22;36529145;17;54250;0;43908840;11;79555;2138;37144098;11;79267;1638
22;35464355;16;45960;4641;42827124;13;69159;3130;38733974;20;63910;0
22;34924290;15;44086;5230;45111520;14;109368;1;35807416;11;139813;600
22;35152832;18;51237;104;36391819;9;127057;2;38438543;13;112816;112
22;36465338;24;32567;24;44308249;14;63912;2502;35266129;15;47714;41
22;37171529;21;65531;0;44910450;12;104548;523;41895137;13;54235;48
22;37710666;21;46800;1;43396381;10;82498;114;40852922;11;52992;278
22;34812147;22;46772;139;41155297;13;82844;2;38728145;15;63044;0
22;33993148;19;62557;890;41757375;15;101909;0;32762794;17;53595;17
22;37412693;20;39835;753;46285963;12;104030;2;36089046;15;60798;675
22;37855675;28;31633;30;45702983;14;140704;35;36307769;10;135201;1942
22;38288940;21;59775;1573;47254641;14;92918;0;40932659;12;85044;368
22;37676267;21;34698;124;42435624;12;153823;0;40929238;16;72361;0
22;34542226;18;55389;154;46939810;11;131919;0;34971086;9;64841;13730
22;34608738;21;36067;519;49868948;10;242175;0;36598119;12;60755;1398
22;33880746;21;56250;0;43814682;16;80574;0;32311386;13;62874;0
22;35657434;21;54469;7;37473889;8;132874;1105;41648942;10;70470;22479
22;35741069;20;34941;1109;39281652;15;48287;1016;37912090;11;93056;0
22;34469652;17;47655;81;49458420;13;103780;0;37033886;13;70096;2285
22;34226312;19;58707;242;39883821;10;138415;588;38516107;12;68887;7622
22;35573497;19;50710;49;43214243;11;136147;542;37610991;13;59285;523
22;37038474;20;44602;364;41308564;10;60845;85;37876371;11;60813;628
22;36653877;21;35685;114;38142283;11;96555;1485;37663000;14;53157;36
22;36356412;20;31723;0;43951633;12;100703;73;39522261;14;93419;100
22;39463635;20;43710;3923;40973195;11;83428;1102;36730530;13;62437;494
22;35623290;19;51497;972;42781535;11;94477;529;40378063;11;70593;4479
22;38264004;22;35899;1;44600138;14;73769;0;33069284;19;66096;0
22;34982924;22;71001;0;46130826;15;119348;0;35638228;13;121237;2
22;34349793;18;65905;168;39497886;13;76357;1251;33989351;16;54074;0
23;37854276;16;56866;3311;47027598;13;95697;984;47164476;9;177544;2349
23;35077956;20;38188;2224;45313752;15;80197;0;40105439;11;95692;67
23;39280330;20;51211;112;49215207;15;61501;0;45029522;12;84072;1610
23;39187413;23;50088;485;48101546;14;66733;0;36213830;14;59360;1983
23;38423734;20;61784;146;50149708;12;121798;44;40261901;14;68795;735
23;35983718;20;54782;4;43422698;15;66024;118;39613490;11;114039;40
23;40318288;25;27926;0;44047426;8;135313;6314;37489887;13;91957;223
23;39281636;18;55239;166;40941239;11;78389;968;47103544;12;79484;1724
23;38336642;23;33322;54;44725061;19;67725;0;38342488;13;72557;1001
23;39143496;22;36218;1780;47612731;10;186805;16;36699455;9;92738;320
23;35705401;19;48573;3212;43823901;18;74776;37;38496848;10;93147;640
23;37735353;20;35867;53;38107907;15;58032;35;40801953;16;79116;92
23;34497768;21;47429;0;46151802;16;116266;70;35361015;12;71196;1996
23;36041630;19;75028;290;41427205;13;96619;0;33431016;10;126719;0
23;37192315;22;55415;156;46491816;12;79053;2569;42934436;13;68848;26
23;33939907;18;57732;5275;47025826;13;170374;0;39935992;12;138452;0
23;35925866;24;35429;0;43919467;12;85201;0;34063114;12;52966;3294
23;36967334;24;32274;140;39380137;16;76197;0;38866614;11;118251;0
23;35305679;23;54987;40;41036150;11;90042;2865;41748280;11;111544;26
23;36198961;15;43682;3841;45326126;13;90457;0;42457194;13;66752;109
23;35151979;22;59574;13;38059366;14;99746;0;36964089;12;70027;6
23;34375050;20;42999;8;40439413;11;77205;795;39623910;12;61171;453
23;36457103;20;46392;0;49284091;13;80174;0;38877001;15;57543;0
23;39375261;21;52257;593;53111151;14;95077;344;42069886;11;98692;650
23;34981712;21;40618;463;42767706;8;112411;1;37247399;15;73727;61
23;37842780;19;61998;892;48321242;14;79324;22;39526736;13;70870;8
23;35976533;19;46945;1177;49177139;14;110181;101;39166441;16;76789;12
23;38150960;21;39273;1209;46933068;16;53047;7176;39372728;14;58636;0
23;35666184;21;40283;333;43396929;16;86809;0;36191177;11;107710;10
23;37251595;22;34070;1664;42521111;16;64889;0;36706178;15;68576;213
23;35406146;21;53892;58;40791448;11;107350;1018;40489633;11;112305;8
23;39622751;22;44192;18;44751189;15;95051;0;38091287;12;82683;21
23;36709162;20;42807;1342;41983916;10;155600;0;40081803;13;179900;0
23;36601069;20;40196;3109;45818122;16;68895;1;36682211;14;62567;0
23;37197998;17;51912;1538;45412903;11;98503;3087;42743296;17;58573;0
23;38428197;20;65780;1297;40925887;14;71265;9;40541125;17;72232;2
23;37821967;22;31374;261;40605224;19;62600;0;37594304;15;73216;30
23;35340445;20;39007;748;48416996;12;85876;0;36243979;14;53253;97
23;37048641;19;50204;13;44651310;10;162540;8;42270703;14;67836;1
23;34861994;19;55957;0;39305107;8;101988;530;40125422;12;90683;737
24;36367068;19;48273;218;50806463;11;126236;5863;41417131;9;154271;472
24;36776606;23;48348;78;51098148;13;110874;10;41213141;14;60793;95
24;39092856;23;36334;88;49975663;16;83539;0;36226979;9;101566;422
24;35482996;18;49575;1033;43974756;10;89631;123;41176786;12;101228;28
24;35838952;19;42494;384;41926258;8;147627;3895;44077625;13;72145;175
24;37475104;21;44288;277;47300904;15;89532;51;37330030;14;48474;0
24;37276216;21;60766;720;46699066;11;147787;71;35309966;15;59419;3
24;37252464;22;40227;473;46199243;14;74621;109;38979784;10;125312;283
24;38030106;22;50207;70;62747690;15;141659;63;36005951;10;65153;1345
24;41408057;23;43204;1873;48358559;15;94352;23;38044262;12;61202;221
24;36388079;20;54924;6;42670012;11;85362;2043;39187925;16;80164;29
24;38506187;21;46741;99;45374044;13;107601;12;40692428;13;105631;0
24;37950315;23;40500;1833;47694143;19;114401;0;35748013;13;73536;0
24;39172858;24;53896;17;49283005;14;102618;0;44730861;10;101300;1773
24;37850702;26;43596;0;45604393;12;66599;2056;39428590;16;68670;389
24;37627680;21;41709;108;47813995;12;196881;1;36762218;16;60703;1
24;38433285;24;37405;613;43743817;12;63695;3542;39732103;11;121472;2807
24;37054714;22;51410;6;46053855;18;88202;12;37722685;13;61015;0
24;38338276;20;56861;68;48050073;12;97412;9;38334092;14;72542;0
24;38361803;18;54961;188;42500805;11;115980;0;44908587;12;78893;161
24;35694624;23;50258;7;45345222;13;127992;0;36650344;13;63214;432
24;38562946;22;56979;2;57078486;11;155091;132;40522831;14;96953;606
24;37935739;21;49338;0;48711018;15;81388;504;39138130;12;79958;0
24;36763045;22;43663;210;42175951;9;148618;1;42005098;13;69286;5320
24;38990025;20;45318;832;43310843;11;164233;4;38611854;16;60966;335
24;34885399;18;47941;147;49301859;15;83621;0;38643165;11;80137;183
24;34673642;19;49476;239;46332491;12;83064;296;43734815;14;94363;0
24;37165420;21;39443;0;49903967;16;97118;0;43754430;12;70354;14343
24;38762755;21;51738;16;47416272;14;92822;35;37922752;13;64308;2
24;38691934;23;55635;0;50087976;17;60998;2;40873452;12;63144;384
24;39722688;24;40051;0;50295751;14;85615;12;34612618;11;79267;0
24;37913019;22;42387;162;48108071;10;84756;21717;38772006;11;67192;9717
24;35646765;20;48119;854;51445171;15;88167;120;39994916;15;55413;414
24;35063371;18;50212;466;48574756;13;71603;2255;33218054;10;95573;0
24;38039883;20;49252;60;51866376;10;159723;14;38870351;13;56931;906
24;35822102;21;39112;38;49548209;15;69216;0;37875645;11;61176;2557
24;38992099;20;43448;1435;40645009;9;183438;221;40103728;9;83892;4188
24;36596878;22;52593;0;51128837;11;113803;5196;39817074;9;172836;1841
24;38692819;18;43261;73;42762962;13;62100;9;38494216;15;61259;612
25;38251512;21;45064;347;48398384;12;82098;2354;40187609;13;96230;0
25;40753558;20;54185;597;53439704;11;98220;325;38105660;15;54356;4
25;34933022;18;46053;0;46679494;13;72428;0;41350811;9;154023;6316
25;39825218;23;34486;69;47068616;10;115078;5174;39728772;17;70556;0
25;34715475;17;50894;581;48991293;12;94391;0;39763360;13;82440;568
25;36912364;22;49254;0;46993075;13;65483;1;42511807;13;85112;0
25;38778715;23;42872;310;46248474;12;179459;1541;40188376;13;68524;189
25;36615160;19;70222;38;44924441;11;110469;978;44211088;10;143414;4134
25;38555762;23;46496;95;45256054;12;83509;177;43729964;17;81959;0
25;39575509;21;40273;188;51382902;16;123764;0;39151999;13;63343;280
25;39738434;18;68775;232;52425634;15;83865;24;42355398;16;110102;6
25;39639547;19;61713;242;51034648;13;106371;2;39230640;11;92752;131
25;39391034;17;91474;45;49002727;13;146076;186;46420276;11;84321;246
25;37495599;20;46089;2473;47538543;13;79618;0;34162923;11;89602;4732
25;38426441;22;48848;0;45358038;18;73944;18;49639930;11;102365;1994
25;36261757;18;66776;20;47761003;14;73723;0;41588405;12;124332;289
25;39342433;25;38908;227;43470695;15;77880;0;38347286;12;72384;3104
25;40545448;20;54686;65;51931705;12;156082;341;45879359;14;93863;1309
25;40244175;24;36136;469;50766188;17;86785;68;39871449;14;88034;176
25;40711757;23;47676;76;50140320;13;120906;887;38582160;15;53028;1186
25;36989413;18;53022;20;40161350;10;126362;4;43697008;15;61400;194
25;39621077;23;61963;258;37912348;17;86932;0;43535348;14;71155;3
25;40226939;19;53900;5095;46339614;16;68559;0;41291979;17;57026;0
25;39232381;19;41264;3412;49459453;15;65411;10;41187542;13;73650;0
25;39274495;23;50230;96;45777007;15;95438;0;38393983;11;74991;6478
25;36221791;22;57880;0;50385404;13;151361;13;39004700;11;90190;2704
25;39860021;23;39007;18;45790217;13;115891;7;40250976;11;107605;51
25;38889718;25;39479;604;48316346;14;101425;113;40546017;11;87924;6442
25;38878650;16;59361;798;49745647;14;150556;795;41681543;11;83830;19
25;40199813;24;56791;11;53271505;18;95760;0;42920322;10;88917;1377
25;35202383;17;44840;116;51077691;16;90873;26;39162442;8;126070;6339
25;37713471;21;49374;80;46617320;14;76606;43;42516838;15;65023;563
25;38884272;23;35936;215;46814906;13;105976;7;41841296;13;94225;243
25;35373402;22;47408;0;43450549;14;100088;0;41536851;17;73549;0
25;35798171;21;47667;369;41628882;12;71749;0;39989241;18;99878;0
25;41046098;17;60012;52;54102927;16;84754;13;42653707;14;78998;1729
25;37255056;21;44373;4;49997478;14;100437;506;45263207;12;62470;2942
25;39771988;22;49701;29;49672853;12;83862;0;44168283;13;107701;0
25;38838409;21;46323;15;48855831;13;98061;896;42458031;12;62945;2076
25;39467680;20;58786;222;53975873;15;93581;0;43965859;8;113597;0
26;40004172;24;50408;1045;52872015;16;110199;0;39788663;15;82623;0
26;39805846;20;48753;8;52867477;17;88679;84;45520060;13;81231;71
26;38702341;21;43562;298;48052053;8;216101;9;41242328;11;66453;505
26;38928927;22;51900;70;44663085;16;150894;0;47800357;13;71881;0
26;37825124;20;51848;33;48462224;13;81232;114;36344866;14;75497;642
26;40722852;25;38978;87;48397866;13;76373;52;40498776;12;63735;11733
26;38061256;21;42496;79;47059877;14;68108;48;39835320;13;68546;801
26;39070538;19;71903;166;42836919;13;90353;0;47044713;9;83939;19103
26;35961917;19;89000;179;54170834;13;76731;0;39737431;10;88361;7684
26;39510320;16;59771;865;50352626;15;80703;6;47911893;15;76017;244
26;38505308;25;35896;323;45268077;10;112099;345;44276355;11;123239;12523
26;38703507;19;49710;1315;47554904;16;55645;0;43617633;14;87392;2953
26;38136217;19;55877;53;55870085;13;121973;0;38522975;13;137587;53
26;37346891;23;39448;177;46022032;15;75429;0;45117191;13;58434;0
26;40647489;18;53281;162;55741627;13;90283;130;45068361;14;93959;0
26;37025750;25;54246;0;55308665;17;74602;0;37325453;14;70502;252
26;37997231;21;53605;179;49193492;15;61024;1;45069054;12;88699;0
26;37999071;23;44873;71;49805416;11;96082;10120;45384218;19;64259;96
26;38453589;24;58494;1;47802773;13;86732;674;37423713;14;85719;0
26;41187168;23;58281;26;53034647;11;167051;0;43024149;7;145741;352
26;41061094;25;63092;0;51488761;15;120513;0;40421162;17;69696;0
26;38488527;23;45530;9;50299255;14;102504;28;38177824;12;113255;722
26;38178172;22;50553;400;44173488;14;65089;1667;42219903;15;78466;1
26;40853226;22;43999;88;51983238;14;76775;470;40032905;14;91640;168
26;37715241;21;64061;41;44176500;13;89551;0;43919942;16;105036;0
26;38932312;19;48078;2540;47243413;19;59209;0;41285246;12;155131;40
26;40862830;24;45298;32;55569739;13;76226;63;41287010;10;93654;7063
26;37859618;22;47613;339;51390195;12;112028;612;38458768;9;89187;0
26;41602675;19;51631;156;58460884;15;179073;8;40778491;10;110518;3994
26;40440848;24;49129;0;46662852;15;91478;62;46913690;12;83464;280
26;42424683;23;47576;838;49426662;8;171868;1662;42451774;13;67166;0
26;37065489;24;52325;9;43487419;14;47999;0;45329937;7;274444;7688
26;40351366;21;53607;41;50237703;16;79233;257;38503889;13;55540;2672
26;37876921;21;42779;1908;48699436;20;105790;0;38695043;10;67468;7343
26;42204981;25;56533;507;53652752;13;130812;0;39384354;9;70950;230
26;38627821;19;58800;911;51356035;14;74587;3161;41783383;17;95817;541
26;41454415;23;48302;19;50453852;12;133892;431;44003934;10;84106;19
26;37579915;24;49063;3;50765671;18;62998;0;39796231;7;93669;21444
26;36148259;20;67294;0;52573337;10;111859;3859;39247423;11;83533;1059
26;37501791;16;45251;252;49852972;11;171617;2861;38717657;12;64000;202
27;40708362;24;45183;0;49510411;15;76450;0;47417039;15;114824;0
27;36560416;14;78141;123;52199934;18;109284;0;43028500;14;94488;0
27;42099109;28;43191;4;56931418;13;173216;97;39862854;15;83284;0
27;37670981;23;46871;9;51163181;16;136027;2;42511415;14;80887;0
27;38094495;23;41186;3;49802697;14;79848;81;40445022;16;65742;190
27;44091742;26;50218;0;61341822;9;244588;1722;52124290;15;75061;291
27;43084544;19;62654;171;53439165;14;135731;2;49859916;13;105668;0
27;38251712;24;57973;0;54276564;14;103974;20;42175999;19;52837;0
27;38110377;27;48153;0;59681909;19;123156;18;40625013;13;81947;303
27;38744399;25;56966;212;53068288;13;111228;132;43983672;16;59574;78
27;38963327;24;44030;6;45853337;14;121863;0;40448810;13;66926;0
27;39294777;24;66322;65;52970851;14;77793;43;45125830;13;64929;27
27;37962428;22;48662;32;48414701;13;133851;110;47296960;14;52144;256
27;42329572;26;42813;72;59489938;11;98731;24610;40747508;10;137756;11
27;38538482;19;70634;1378;56798995;16;120358;0;41772458;12;80623;547
27;40504420;26;43472;0;43021994;11;89897;5;44246295;13;95784;47
27;39055902;18;52563;215;60695240;9;201474;621;36145626;15;83080;0
27;39619918;22;69506;33;67842450;12;168180;1181;39850550;14;60980;1133
27;43122813;23;52197;0;64840610;12;250024;32;41800279;13;131337;0
27;40900480;22;51276;6;50727188;12;151852;308;42474404;9;157218;3
27;39254809;23;46695;51;43492072;13;85120;9197;42703093;14;74834;1234
27;40169710;21;39243;518;51274527;15;89797;110;35707285;11;95084;0
27;37456274;21;44406;56;47237018;13;105795;105;37671364;14;59254;157
27;35941231;18;73822;117;48376571;13;99971;0;43196375;11;91531;0
27;37981858;20;49642;1;56409849;12;101558;0;40123332;12;128819;0
27;39737398;21;42241;2035;49832653;11;183236;2379;42918186;15;71186;0
27;36343666;19;65258;369;53141179;13;125187;76;42319721;14;64014;204
27;38751109;22;58673;1144;54969692;17;78043;0;42802338;17;76841;11
27;39937430;28;61710;0;47736785;14;104433;3178;39936657;17;92226;0
27;38720205;21;66133;118;50281754;14;95319;302;39211603;13;66398;1349
27;39375407;22;52829;413;54078936;14;78437;350;36038994;10;85213;3200
27;40573567;21;54440;0;44855649;11;94404;213;41110465;14;115872;0
27;43800495;26;60105;0;56157130;11;139351;910;47836953;11;159980;1800
27;38818685;22;46903;0;50035443;15;74400;0;40382784;12;67445;5
27;37840518;21;55441;4;48479225;11;87687;15397;41153655;14;62686;330
27;40447520;25;55155;10;54325867;12;123357;138;39180603;12;76542;0
27;36629286;18;76062;0;52936105;11;112379;3256;42667578;17;66260;321
27;40293565;24;39810;406;47856600;17;66383;815;39312953;14;71207;100
27;42950456;28;59244;9;54833525;15;112945;809;48388873;12;97388;0
27;41292448;23;47985;5;55866878;13;182823;3;41576552;11;127801;0
28;40648326;23;40652;1885;47279264;14;109831;985;46108492;20;63314;0
28;44223361;24;60781;255;61158916;11;176321;180;46128524;13;117171;254
28;43532323;22;65087;8;60622035;14;117373;0;47349140;8;124244;9632
28;41250242;21;49992;2241;46374194;13;79724;1322;40021924;13;80554;0
28;41675030;30;45041;70;44646880;13;70483;807;44024594;17;63617;0
28;40810272;26;47432;15;52600230;16;140380;0;38918813;15;86190;260
28;37995777;26;58119;2;54250698;18;62112;0;43895632;12;62064;3990
28;40241086;22;60616;31;50451350;8;151382;34487;41098897;8;149616;2194
28;38896823;21;52936;55;49948425;10;111965;1646;41662451;11;75122;4170
28;38635585;25;53295;0;54191375;12;139804;170;43732644;16;67847;10
28;40290422;23;59740;2;53757593;9;105675;28043;38613812;17;60730;84
28;41252631;24;42733;0;57467940;14;111492;0;41652368;9;143417;1338
28;39034088;22;51138;242;57316186;15;128048;0;43809685;13;94438;329
28;37515212;22;60454;168;58387892;16;110000;0;44720397;10;127894;2556
28;39144904;22;61360;1084;44075282;11;99739;1009;44165471;14;81159;34
28;39806888;22;50506;660;47826396;12;136268;28;39909536;18;71064;0
28;38979851;26;55471;0;54847958;19;121746;2;36556117;15;74757;0
28;39141566;22;58584;665;49243027;12;142419;0;43334826;17;58932;0
28;41929694;21;44719;1230;55099875;11;126907;713;47847172;10;212005;383
28;44574238;22;58852;992;64128895;16;125175;0;46729030;13;83852;232
28;38878928;20;45825;163;50706634;15;92725;287;37606728;15;90380;0
28;38404221;21;42917;47;47582461;13;95613;8742;39091361;11;100932;3331
28;37822304;21;60942;25;51139249;10;159190;1329;51154349;12;142664;63
28;44017904;27;52095;0;57910381;11;96210;36;43100275;13;141520;36
28;37685643;21;68881;602;58552056;12;137656;2547;47715297;14;82990;53
28;40489983;25;46938;1;54133739;11;118697;5743;36699647;12;83803;162
28;38503086;21;76799;43;49622408;13;169901;115;44512484;12;81751;82
28;40095449;23;47195;57;50073844;16;129481;464;39784620;17;63366;233
28;35928781;17;66291;398;57120405;13;157304;10;46038605;12;112453;0
28;43295045;23;63234;40;56332531;17;104647;82;47948216;11;94271;537
28;43532000;26;88530;0;52575877;14;105332;444;46259842;15;207046;49
28;40107919;21;64942;7;48183251;15;71511;580;39351789;13;98219;2118
28;39075715;19;89713;107;51988737;13;134414;89;48632830;12;63912;21232
28;41236072;24;43172;222;54997276;18;98729;950;37801145;9;163473;9670
