label;top_2_pxcount;top2_fruitcount;top2_maxfruit;top2_minfruit
36;42713446;26;57642;22
36;39716694;26;50287;8
36;44308500;24;53228;484
36;44077995;31;36992;20
36;39853226;19;90252;4
36;45544449;29;49366;2
36;44628308;27;48253;13
36;47308534;28;78307;0
36;42658459;29;50078;26
36;43194589;27;108423;2
36;46890773;29;52651;16
36;40299462;28;80195;36
36;44484228;30;43855;34
36;40405472;24;61809;81
36;47064955;26;81241;0
36;42164229;23;74106;15
36;43978453;24;70349;0
36;42505063;26;53140;34
36;45561441;29;53335;78
36;41100159;22;70380;38
36;45349326;28;50687;0
36;43576621;28;48399;2
36;40114138;22;73140;26
36;43260939;28;48914;5
36;42535919;30;41913;0
36;47701479;21;96567;144
36;43304521;30;56744;0
36;46091838;21;96782;5
36;44378067;29;75759;18
36;45897561;26;50247;80
36;44719014;25;80515;63
36;40192423;27;58076;36
37;46342746;28;77277;4
37;45665732;33;60910;7
37;44667179;25;70311;15
37;44182247;28;52430;44
37;45538084;30;84322;22
37;40569514;21;67287;45
37;46177135;28;70863;0
37;41533459;25;60037;0
37;44205213;29;39129;36
37;46133981;32;40283;9
37;45951741;23;100416;16
37;40456310;27;64554;0
37;40829520;23;47139;0
37;44868517;30;59081;58
37;45596620;26;58186;79
37;44482793;22;77657;28
37;40827685;23;96540;48
37;40785902;23;91656;53
37;41058921;21;46206;187
37;44062775;23;82184;144
37;41221426;21;58029;294
37;46801937;27;68747;11
37;44574857;25;49341;8
37;45757335;27;64076;17
37;42903709;27;41381;11
37;46514947;28;48260;0
37;41647421;25;63152;27
37;40607837;23;54310;0
37;44566184;27;60355;24
37;44589115;27;71032;16
37;43732077;26;61814;35
37;40513337;24;51592;6
37;47664017;27;53598;16
37;44622342;30;41431;0
37;43145674;25;90000;48
37;41832273;27;60073;12
37;44370718;28;43363;4
37;45487183;27;53613;2
37;45580028;27;64879;144
37;40939598;27;60582;0
38;46710458;29;67774;25
38;44939959;29;47502;0
38;41419364;24;66478;0
38;44532349;24;53686;0
38;41679309;18;70794;152
38;41862251;32;51968;2
38;40881698;28;49061;14
38;45186712;33;43682;48
38;48052549;40;54888;30
38;41030430;23;83660;14
38;46820680;31;75746;139
38;40882360;21;97892;7
38;44155566;31;76917;0
38;45538420;26;42605;95
38;41757237;28;74590;1
38;45786748;25;75384;7
38;47936853;31;70559;45
38;40793679;23;64407;2
38;44852791;25;75332;44
38;44586413;24;75828;26
38;42005803;25;56749;40
38;45198348;28;47311;34
38;41934010;24;83001;23
38;46161304;25;43436;57
38;45256375;23;62273;217
38;44911960;26;63446;280
38;46933194;32;66587;0
38;44067446;31;51720;3
38;46821003;22;122714;0
38;45533459;21;127725;50
38;46515485;33;72880;0
38;43547523;29;52653;2
38;41124593;21;52356;78
38;45112644;28;61067;15
38;40780629;27;61042;18
38;46312048;33;142262;22
38;40808145;21;64605;40
38;40956333;21;48389;81
38;43733729;34;44684;0
38;43620839;28;42661;11
39;42619805;25;71796;75
39;43771208;27;54646;0
39;47308884;27;56463;68
39;44878513;22;43501;90
39;41963842;27;71649;7
39;46413023;24;49855;54
39;44262559;28;65667;11
39;41843531;23;80872;15
39;43937126;24;36904;49
39;41282499;24;64339;109
39;44772963;26;49645;25
39;41670102;27;72581;15
39;44835771;27;39955;101
39;41453103;25;70432;0
39;45541311;25;66789;1
39;42931309;28;54351;13
39;46773106;25;78036;51
39;46378988;30;64023;7
39;46308891;20;96760;63
39;40929276;24;69830;0
39;47162076;32;65284;23
39;43467152;26;87633;35
39;42007940;22;46415;18
39;45907295;25;56748;135
39;46913197;32;60343;1
39;42146727;26;56948;0
39;47366670;26;48212;10
39;46351292;27;52378;0
39;44328063;25;77416;8
39;43846598;32;61189;4
39;43460341;28;62290;1
39;46888276;33;64350;2
39;42623656;23;78931;14
39;46366772;23;44147;2
39;45633518;28;45583;28
39;43958939;29;46626;43
39;47893583;30;68730;29
39;43931436;25;45780;121
39;43210442;27;50611;16
39;42312512;28;42134;1
40;43034110;21;51157;0
40;46846549;31;81412;0
40;42980821;20;59116;277
40;42108067;27;60494;29
40;43402372;26;45584;0
40;42367684;22;47041;54
40;45463492;26;51405;123
40;43869367;34;52220;6
40;46987109;27;70426;102
40;45984553;27;69980;6
40;46887822;32;36411;8
40;44999123;31;52621;2
40;42578064;23;76453;35
40;45012777;27;42974;31
40;42249435;25;72641;82
40;42568581;25;69554;18
40;43311501;26;121723;79
40;41487449;31;60931;0
40;44571857;27;76489;20
40;47726635;25;62144;75
40;48582691;25;54408;26
40;47898347;23;81020;394
40;45997292;25;40847;321
40;45432703;27;42187;0
40;45366010;25;49770;36
40;46008124;28;41548;49
40;47522032;26;65180;173
40;42331598;25;58631;80
40;44754891;27;57561;44
40;46121275;27;79407;0
40;44116724;20;113247;46
40;45161483;28;67155;18
40;46521793;29;53762;10
40;47067883;33;59816;0
40;46275760;28;47678;1
40;46610760;28;69022;76
40;41693625;24;74859;2
40;45404421;30;57282;34
40;44522778;28;50947;2
40;41605158;23;100483;0
